A***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Working hours and XR how fast charging time will show as long as everything is ok.|10 Dec 2018 21:18|||['https://ae01.alicdn.com/kf/UTB8axx7mbPJXKJkSafSq6yqUXXa9.jpg', 'https://ae01.alicdn.com/kf/UTB848ZxE5aMiuJk43PTq6ySmXXau.jpg', 'https://ae01.alicdn.com/kf/UTB87RNtFMQydeJk43PUq6AyQpXa6.jpg']
G***i|IL|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Items at the top level high quality seller's great very fast delivery a week before Israel I recommend all happy|26 Nov 2018 08:44|||[]
A***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|All like it! The first time order from the seller. All advice! Thank You very much!|26 Nov 2018 08:48|||[]
I***t|US|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|It seems that original apple watch charger works little bit faster. Main charger spot for phones I tried with iPhone 8 and really happy with the speed of charging. Overall this is nice and good looking device|08 Dec 2018 13:51|||[]
O***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Good exercise, fashionable to use! While charging the phone and watch, hot.|09 Dec 2018 23:51|||[]
M***o|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Good exercise for your money. The power supply is not included.|29 Nov 2018 11:51|||[]
C***z|ES|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Works fine, all Q ordered two and one and the other is lost, and the price of 11 of 11 inflated, by Q term place another order more cheap even that 11 of 11|05 Dec 2018 03:32|||[]
C***a|CL|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Perfect and get fast|29 Oct 2018 17:13|||['https://ae01.alicdn.com/kf/UTB89fH4kwnJXKJkSaelq6xUzXXaP.jpg', 'https://ae01.alicdn.com/kf/UTB872H4kwnJXKJkSaelq6xUzXXa5.jpg', 'https://ae01.alicdn.com/kf/UTB8pzL5kCbIXKJkSaefq6yasXXag.jpg', 'https://ae01.alicdn.com/kf/UTB8ZMEckuvJXKJkSajhq6A7aFXa7.jpg']
A***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Charging class, iPhone 8 and watch charges. The quality is excellent. Can and should be taken)|26 Nov 2018 08:09|||[]
M***h|IN|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|All though there was a problem the seller did a quick refund. Will definitely recommend|04 Dec 2018 02:06|||[]
A***v|RU|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Phone Charging without problems, and watch lying on charging sometimes lose contact with her. Then connect the off. But more connected|28 Nov 2018 08:33|||[]
C***m|SG|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|In the photos it looked like the finishing was glossy, but the actual product is disappointingly matt finish. Shipment is slow|27 Nov 2018 03:59|||[]
AliExpress Shopper|HU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Very good quality, fast shipping. Works well. Highly recommended!|01 Dec 2018 05:25|||[]
O***n|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Good charging qualitatively made. Everything works and charges. I advise.|29 Nov 2018 14:24|||[]
I***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Very fast delivery. Looks great, white, thin. It works, recommend.|27 Nov 2018 20:28|||[]
I***n|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Convenient, forgot about cable clutter, and put the phone is charging.|08 Dec 2018 13:50|||[]
A***o|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Great gadget, bought a gift) works well, charges 2 devices safely|29 Nov 2018 07:01|||[]
D***i|MY|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|it charges my iPhone and Apple watch. However it is best if you use a direct USB adapter to charge your devices.|09 Dec 2018 19:45|||[]
T***n|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Great device. Plastic casing. Works with iPhone 8-Xs, apple Watch and even with Samsung Gear Sport (but Samsung charged slowly and asks to use your original charging). Very satisfied with the purchase. 2 devices from one wire)|01 Dec 2018 13:51|||[]
R***a|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Featuring A thing. And based on good and operation convenient|10 Dec 2018 06:41|||[]
AliExpress Shopper|SRB|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Much better if it was from leather, plastic does feel cheap.|27 Nov 2018 07:56|||[]
A***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Shipping to Moscow 23 days. Packed as always with this brand, excellent! Charge, strong heating No. I am satisfied! Thank you!|05 Dec 2018 21:26|||['https://ae01.alicdn.com/kf/UTB8sBM.FSnEXKJk43Ubq6zLppXax.jpg', 'https://ae01.alicdn.com/kf/UTB8NErnl0nJXKJkSaiyq6AhwXXa0.jpg', 'https://ae01.alicdn.com/kf/UTB8yNi8FwQydeJk43PUq6AyQpXaQ.jpg', 'https://ae01.alicdn.com/kf/UTB8IW6ql_zIXKJkSafVq6yWgXXaZ.jpg']
A***o|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|It's good quality fast, all happy. Complete only wire (for iPhone) Adapter socket it enough, but it is not critical|26 Nov 2018 06:58|||[]
M***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Cool stuff, charge 2 devices at once, 2 weeks before the CET.|29 Nov 2018 00:00|||[]
S***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Fast shipping. It works fine. Cable Lightning included|29 Nov 2018 02:18|||[]
V***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|All right charge packed well in quickly.|28 Nov 2018 22:59|||[]
V***v|RU|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Attention! Fast charging! Charges "Top Ten" and Watch extremely slow, even when using power supply from makbuka cable USB-C-Lightning, for night course will charge, and for a couple of hours, of course not. Sorry, the impression is spoiled.|30 Nov 2018 13:41|||[]
M***c|RS|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|iPhone X or XS will slide from the charger if you don’t have a case.|27 Nov 2018 15:54|||[]
N***c|CA|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|The product was shipped fast and arrived quickly. I set it up right away and it charges both my iPhone XR and my Apple Watch Series 2 at the same time. It's perfect for my needs!|28 Nov 2018 18:07|After charging for the night the Apple Watch 2 and iPhone XR (with case on) is full battery for both! Thank you Baseus for such a great product! Saves me 4 cables and cuts the clutter! Highly recommend!|29 Nov 2018 05:44|[]
A***z|ES|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|The product looks quality nice. Tried it once and meets foremost what it promises. Baseus is a brand that ago possible relationship between quality and price. The Shipping has been fast, taking in tally of wherein comes. As always, recommend 100% to Baseus.|25 Nov 2018 17:12|||[]
O***a|CZ|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|-Cheap white plastic, +lighntning connector, +simple design|03 Dec 2018 10:34|||[]
A***a|US|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Work very well to charge the phone. For the watch, work, but sometimes it is hard to find the correct positioning to start the charging. Also found that heated very the watch. Need use more to better assess.|06 Dec 2018 14:46|||[]
AliExpress Shopper|ES|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Better than I imagined super fast shipping thin low-key and elegant love|26 Nov 2018 08:01|||[]
R***o|EE|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|It works quickly and correctly, good seller recommend!|01 Dec 2018 05:39|||[]
S***n|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|All great! It works and charges! Advise and goods and seller!|06 Dec 2018 09:17|||[]
A***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Excellent wireless charging, come quickly, very satisfied! Pleased that the included Cable Lightning. The Packaging was a little wrinkled, but the goods are not damaged.|28 Nov 2018 10:09|||['https://ae01.alicdn.com/kf/UTB8HehhFODEXKJk43Oqq6Az3XXan.jpg']
D***r|IL|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|The first impression is very satisfied with IPhone X even in the large case charges. Thought that have to be removed, but no, all nishtyachok|27 Nov 2018 12:36|||[]
A***n|RU|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|While simultaneously charging the watch and phone, charge hours periodically stops, then resumes. Maybe in the cable comes with, with the original seems not seen yet.|06 Dec 2018 10:38|||[]
I***a|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Arrived fast, excellent charge and watch and phone. I happy!|28 Nov 2018 13:01|||[]
Á***n|ES|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|This quite well, detect the phone with cover and loaded the two stuff at once, not loaded fast But not going bad|28 Nov 2018 07:02|||[]
A***n|TR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|So goood|15 Oct 2018 08:57|||['https://ae01.alicdn.com/kf/UTB8tVKTDRahduJk43Jaq6zM8FXa6.jpg']
M***r|TR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Product beautiful 12 days arrived shipping helping a no problem|23 Nov 2018 04:54|||[]
R***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|IPhone XR charged fine, Apple Watch S4 charged at 20% and charge no longer there. Tested for 2 hours Series 4|29 Nov 2018 01:12|||[]
P***n|IE|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Very happy with the charger . Works very well and happy with it. Nice design|05 Nov 2018 11:50|||[]
G***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Works like the rules, it was good|10 Dec 2018 11:46|||[]
V***n|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|As usual, excellent quality!|08 Dec 2018 23:02|||[]
O***n|TR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|It's very cool looking and quality product. It charges my apple watch and iphone same time and if you use it with high voltage adaptor, it charges very quickly. I am very happy about it...|12 Oct 2018 02:54|||[]
H***c|TR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|IPhone X normal cable takmamdaki gibi charges the battery charge time the same device already fast charger claim no wireless charging apple Watch good works delivery in 10 days AliExpress Standard shipping with a comment at take comments from taking feel free and Turkish yazın şekilden diagram do not enter eyyorlamam so|31 Oct 2018 06:30|Good beautiful peaceful|31 Oct 2018 06:31|[]
A***B|PL|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Very thin and light charger. I wasn’t really sure about simultaneous charging but all works perfectly fine. 10/10|22 Oct 2018 15:22|||[]
K***a|UA|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Пришло быстро, трек отслеживался, всё работает. Как всегда довольна этим продавцом.|10 Nov 2018 22:26|||[]
R***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Excellent quality, came in 2 weeks. The charging put on night, speed not отслеживай, but after 8 hours and phone, and Watch charge fully! Unique 5 stars, recommend as all goods this shop that before ordering|09 Oct 2018 08:52|||[]
A***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Great product, Fast shipping.|24 Nov 2018 03:01|||[]
E***o|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|All working one cord Lighting USB Super!!!|01 Dec 2018 03:55|||[]
V***d|UA|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Charge description. Reached very quickly. IWatch 4 and iPhone XS charged simultaneously without any problems. But removed one star for what phone constantly slowly slides with charging and it even in normal condition. AND if there is a call or message, vibration immediately flies. Should be put in charge with the stock on the slide phone.|01 Nov 2018 03:29|||[]
A***n|BD|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Received on time. Good quality|08 Dec 2018 10:05|||[]
Y***v|KZ|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Cool device! 21 days of delivery|09 Dec 2018 23:25|||[]
A***n|TR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Both at the same time Apple IPhone X i both Appe Watch my Watch is able to charge. Apple bekleyene up more money ödemenize no need. Baseus quality is also enough already. Teşekkürler.|05 Nov 2018 04:37|||[]
O***m|FR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Product compliant and fast delivery nothing to redire|19 Oct 2018 07:42|||[]
D***v|RU|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|There is nothing bad, works, but VERY slow.|02 Dec 2018 01:11|||[]
S***s|NZ|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Communication from seller was great.|10 Dec 2018 03:59|||[]
S***s|UA|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Charging is not bad, but the watch and the phone can be charged at the same time using a USB adapter 3A. the 2 amp charge only individually. seller this information does not indicate. everything else was well-packed and delivered is fine.|30 Oct 2018 05:00|||[]
R***a|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Goods arrived very quickly, weeks 2,5 was in the way. Description corresponds exactly to the picture. IPhone 8 charges, Watch will try, when you buy)|15 Oct 2018 09:22|||['https://ae01.alicdn.com/kf/UTB8IgiFj3nJXKJkSaelq6xUzXXaO.jpg', 'https://ae01.alicdn.com/kf/UTB8rn9Hj_zIXKJkSafVq6yWgXXak.jpg']
D***a|CZ|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Good product for reasonable price. Thank you|06 Dec 2018 12:11|||[]
K***n|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Good, workable. But IPX charges slowly.|02 Dec 2018 01:07|||[]
AliExpress Shopper|TR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Good packing. Fast shipping. Fast charger. Good Product|27 Nov 2018 03:14|||[]
T***m|SA|width:100%|Plug Type: WHITE|Logistics: Aliexpress Direct|Hi quality product as advertised.|26 Nov 2018 20:03|||[]
A***a|UK|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Trusted buyer. very good. thank you so much|28 Nov 2018 03:05|||[]
P***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|It quickly. Works well!|28 Nov 2018 11:31|||[]
K***s|DE|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Great, quality is ok and it was well packaged!|28 Nov 2018 09:45|||[]
AliExpress Shopper|SI|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|So far everything works fine :)|03 Dec 2018 01:46|||[]
AliExpress Shopper|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Cool stuff. Thanks Вилса for review.|30 Nov 2018 22:41|||[]
N***a|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|A good thing, it works, it's fast|30 Nov 2018 08:18|||[]
N***r|NL|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Note: Does not include the powerplug adapter (as the plugs differ per country)|27 Oct 2018 06:29|||[]
E***K|TR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Thanks very much about the seller|26 Nov 2018 22:59|||[]
S***n|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Good exercise|10 Dec 2018 08:49|||[]
A***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Works|01 Dec 2018 04:28|Does not charge the Apple Watch 4. First charge goes, but after a few minutes is prevented and not resumed. Is lifted to watch and return back, the charge is resumed, but again in a few minutes. WITH wire included everything bad. Charged with original power from Apple, and with QC3. Sorry|07 Dec 2018 00:11|[]
E***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Delivery fast. AND charging cool, recommend.|02 Dec 2018 02:32|||[]
A***n|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|A great product.|07 Dec 2018 22:05|||[]
A***n|TR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|very good product. recommenned. thank you.|26 Oct 2018 05:44|||[]
G***n|ES|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Todo perfect works perfectly|17 Oct 2018 04:55|||[]
H***z|IL|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|10x|07 Dec 2018 21:54|||[]
Y***m|TH|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|I'm very satisfied|28 Nov 2018 18:57|||[]
Y***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|A+++|08 Dec 2018 00:45|||[]
V***i|RU|width:100%|Plug Type: WHITE|Logistics: China Post Registered Air Mail|Good quality!|19 Nov 2018 08:43|||[]
M***e|ES|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|It is of loaded slow.|10 Dec 2018 02:29|||[]
R***n|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|All great! Fast delivery!|01 Dec 2018 05:04|||[]
K***a|CZ|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Looks ok. Hope it will be works.|05 Nov 2018 21:59|||['https://ae01.alicdn.com/kf/UTB8J9srkFfJXKJkSamHq6zLyVXas.jpg']
M***u|IN|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Excellent charger|30 Nov 2018 02:15|||[]
S***i|MK|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Great product, Fast shipping|04 Dec 2018 11:25|||[]
A***V|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Excellent quality. Fast shipping|28 Oct 2018 10:19|||[]
L***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Everything is fine. Recommend)|27 Nov 2018 07:45|||[]
M***e|IN|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Very nice product|26 Nov 2018 08:13|||[]
V***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Excellent! High quality item!|05 Dec 2018 12:17|||[]
D***c|CH|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Everything ok. Very good quality and shipping.|15 Oct 2018 11:49|||[]
O***n|TR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Tnx team|01 Dec 2018 15:05|||[]
H***r|TR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|good|30 Nov 2018 03:59|||[]
M***r|TR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Perfect . Thank you.|29 Nov 2018 06:22|||[]
J***j|NZ|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|works great!!!|23 Nov 2018 01:47|||[]
AliExpress Shopper|SA|width:100%|Plug Type: WHITE|Logistics: Aliexpress Direct|High Quality|04 Dec 2018 19:22|||[]
AliExpress Shopper|ES|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Perfecto|25 Nov 2018 22:43|||[]
H***E|KR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Very Good!|27 Nov 2018 20:50|||[]
M***s|TR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Excellent|04 Dec 2018 01:03|||[]
D***n|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Fast!|03 Dec 2018 06:43|||['https://ae01.alicdn.com/kf/UTB85YBSl0nJXKJkSaiyq6AhwXXao.jpg', 'https://ae01.alicdn.com/kf/UTB8iaJ0lYPJXKJkSafSq6yqUXXaG.jpg']
M***s|AU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Works perfectly|30 Nov 2018 02:24|||[]
D***r|MD|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Perfect|04 Dec 2018 06:43|||[]
D***i|AE|width:100%|Plug Type: WHITE|Logistics: Aliexpress Direct|Very classy and good|19 Oct 2018 12:52|||[]
AliExpress Shopper|CZ|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|gut|15 Oct 2018 22:20|||[]
A***n|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|It works fine.|04 Nov 2018 01:21|||[]
C***e|NG|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Works fine|04 Dec 2018 15:28|||[]
AliExpress Shopper|BR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|That's OK!!!|24 Oct 2018 14:21|||[]
A***a|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Thank You all came|31 Oct 2018 05:12|||[]
M***V|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Arrived|20 Oct 2018 05:49|||[]
V***e|UA|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|All is super!|05 Nov 2018 01:57|||[]
H***o|KR|width:20%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|After two weeks of using, it doesn’t work any more.|10 Dec 2018 18:57|||['https://ae01.alicdn.com/kf/UTB8vPjrF9nEXKJk43Ubq6zLppXa1.jpg']
J***g|SG|width:60%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Product doesn’t work well. When I place both my iphone and iwatch on it, the iWatch will stop charging.|10 Dec 2018 19:53|||[]
A***n|RU|width:20%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Simultaneously charges iPhone XS and Apple Watch. It would take to do. Threw the box.|11 Dec 2018 21:48|||[]
M***k|TR|width:60%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Product mr radiation values very extreme degrees Filter no health very harmful satisfied kalmadım. Product mr radiation sar value very very high|28 Nov 2018 04:38|Product radiation value is too high. Ürün MR radyasyon değeri çok yüksek çok korkunç bir durum|28 Nov 2018 21:11|['https://ae01.alicdn.com/kf/UTB8Qq0kFNHEXKJk43Jeq6yeeXXah.jpg', 'https://ae01.alicdn.com/kf/UTB8NV2plL2JXKJkSanrq6y3lVXav.jpg']
A***R|IN|width:20%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|The product was charging my iPhone X good. But the apple watch is not charging at all. It shows the charging symbol on the watch but not charging actually. The charge gets down even when connected to the device. I strongly do not recommend this product for Apple Watch.|11 Dec 2018 01:12|||[]
AliExpress Shopper|ES|width:20%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Not working elnproducto, me I put in contact with the seller and neither even answer me. Not recommended at all|12 Dec 2018 07:03|||[]
P***a|IN|width:20%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Things shown fast charging and magnetic for apple watch was very bad and low|12 Dec 2018 22:17|||[]
D***v|RU|width:20%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Very bad charger, iPhone charging without cover, Apple Watch charging first 3 minutes, then stops! Totally not satisfied with the goods, the seller is only 50% cost|10 Dec 2018 02:42|||['https://ae01.alicdn.com/kf/UTB8wJ0Dmf2JXKJkSanrq6y3lVXap.jpg', 'https://ae01.alicdn.com/kf/UTB8sJ4HmevJXKJkSajhq6A7aFXak.jpg']
D***d|KR|width:60%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Smartwatch charging safety.|11 Dec 2018 10:29|||[]
T***h|VN|width:40%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|I bought it as a gift, the box was broken and they were considered as other cheap products, very unhappy about the protective box|02 Dec 2018 20:54|||['https://ae01.alicdn.com/kf/UTB87fXwl3nJXKJkSaelq6xUzXXaf.jpg', 'https://ae01.alicdn.com/kf/UTB8hqNHlVfJXKJkSamHq6zLyVXa3.jpg', 'https://ae01.alicdn.com/kf/UTB8t1xBlYPJXKJkSafSq6yqUXXan.jpg']
R***t|LB|width:60%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|The boxing is very neat, delivery was very fast. Very good quality. But the charging is very slow disappointing|10 Dec 2018 02:11|After using this charger, It is very slow to charge the iphone, maybe 4-5% an hour. It does not charge overnight & it heats up a lot. And the watch takes forever charging. It’s a shake it us that slow. Very disappointed|12 Dec 2018 00:46|[]
A***S|GR|width:40%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|its not fast charger|11 Dec 2018 11:42|||[]
S***r|RU|width:60%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Srednyachok I would say yes charges, but not fast enough, if you compare it with original from Xiaomi. You Need To just like you can just lay down the phone in the middle and if charge along with the then Watch hour charging брякали three or two times, warning that charge возобновлён. Then power the lost.|05 Dec 2018 14:50|||[]
V***n|RU|width:60%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Do not believe blindly advertising and reviews-ordered, as. Very cool idea, and EPL with his эирпавер, campaign, not soon подоспеют. What are the-iPhone (X) charging without any problems, though for a long time (but put in the night and it does not bother), but watch 4 series ever fall off-10-15 minutes charged (during which time 5-7 percent added), and then charging falls off, then through time again may start charge, T. e. Periodically squeak, letting that start charging. WITH home charging everything is fine. So if you want to get to script using "put on the bedside table and put on the night charging phone together with the clock "-most likely you will be disappointed. Buy charge for two devices, the total charge only phone. Good seller most of the cost, once opened a dispute without any issues. For $500 is normal, at full price (1200)-No \ Базеус disappointed sympathetic.|07 Dec 2018 02:24|||[]
R***u|RU|width:60%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Charging shit, charging for a long time. Then the battery fail started.|28 Nov 2018 10:55|||[]
C***o|MX|width:60%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|The cellular it loaded well But without cover with normal cover is loaded, and the gear S3 Samsung not loaded|10 Dec 2018 13:20|||[]
AliExpress Shopper|BR|width:60%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Charging iPhone x successfully, but the Apple Watch Series 1 carries.|18 Nov 2018 07:24|||[]
S***l|IN|width:60%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|The product description says its a fast charger. But that is not true. The charging is very slow|21 Nov 2018 19:09|||[]
H***h|ID|width:40%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Apple watch cannot recharge|28 Nov 2018 23:07|||['https://ae01.alicdn.com/kf/UTB8.ujmlMnJXKJkSaelq6xUzXXa6.jpg']
K***v|RU|width:20%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Not charging smart watch Samsung, works only charge the phone.|05 Dec 2018 01:10|||[]
A***v|RU|width:60%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Galaxy watch gear s3 - no charge|01 Dec 2018 21:38|||[]
W***o|US|width:60%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Need a long time to get it ( 2 Months)|28 Nov 2018 14:20|||[]
AliExpress Shopper|DE|width:20%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Phone and clock do not charge at the same time. For me, the product does not work.|19 Nov 2018 02:50|||[]
A***v|RU|width:20%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Attention! Dangerous! This battery гробит device. After several cycles of charging no longer included watch. Response Service-cover the battery. When charging the iPhone and watch basking. Do Not buy! Kill Your device!|07 Dec 2018 11:48|||[]
D***n|RU|width:20%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|The item doesn’t work with Apple Watch series 4. No charging. Only iPhone. I use it with quick charge Baseus power adapter and no charging. Disappointed.|22 Nov 2018 02:39|||[]
K***u|TR|width:40%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Using with Baseus fast charger. Extremely slow charge ediypr phone very warming up. Apple watch I 5 hours long time charges the battery. Extremely bad don't|29 Nov 2018 01:27|||[]
M***o|RU|width:20%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Phone is not charging (iPhone XS MAX). Not very happy shopping!|06 Nov 2018 11:03|||[]
